date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:35	115018/115018	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Oct%202021%2007:07:08%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/css/style.css	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/css/style.css	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:35	46861/46861	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:56%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/index.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/index.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:35	3979/3979	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:28%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/logo.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/logo.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:36	46726/46726	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/index-03.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/index-03.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:36	41512/41512	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:04%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/about-us.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/about-us.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:36	23247/23247	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/our-approach.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/our-approach.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:36	22622/22622	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:58%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/our-partners.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/our-partners.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:37	25795/25795	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:04%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/appointment.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/appointment.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:37	31953/31953	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:06%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/careers.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/careers.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:37	25842/25842	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:56%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/faqs.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/faqs.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:37	23103/23103	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:03%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/team.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/team.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:37	30419/30419	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:04%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/team-single.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/team-single.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:38	26796/26796	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:07%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/contact-us.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/contact-us.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:38	20974/20974	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:55%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/contact-us-02.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/contact-us-02.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:38	23286/23286	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/login.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/login.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:38	19499/19499	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:56%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/error-404.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/error-404.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:39	21752/21752	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:55%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/cookies.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/cookies.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:39	21818/21818	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:58%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/privacy-policy.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/privacy-policy.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:39	3841/3841	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/maintenance.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/maintenance.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:39	4278/4278	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:07%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/coming-soon.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/coming-soon.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:39	23568/23568	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:59%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:40	26932/26932	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:04%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/accounting-outsourcing.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/accounting-outsourcing.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:40	24283/24283	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:59%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-grid-2-column-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-grid-2-column-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:40	24299/24299	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:00%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-grid-3-column-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-grid-3-column-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:40	24380/24380	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:00%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-grid-4-column-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-grid-4-column-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:41	33055/33055	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:00%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-grid-left-sidebar.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-grid-left-sidebar.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:41	33019/33019	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:00%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-grid-right-sidebar.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-grid-right-sidebar.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:41	23839/23839	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:01%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-2-column-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-2-column-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:41	24307/24307	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:01%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-3-column-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-3-column-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:42	24307/24307	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:01%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-4-column-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-4-column-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:42	32511/32511	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:01%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-left-sidebar.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-left-sidebar.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:42	33340/33340	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:02%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-right-sidebar.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/service-masonry-right-sidebar.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:42	24177/24177	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:06%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/casestudy.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/casestudy.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:43	26684/26684	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:06%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/casestudy-single.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/casestudy-single.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:43	25043/25043	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:58%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/portfolio.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/portfolio.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:43	27387/27387	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:06:58%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/portfolio-single.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/portfolio-single.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:43	29328/29328	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:05%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/blog-classic-full-width.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/blog-classic-full-width.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:43	36582/36582	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:05%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/blog-classic-left-sidebar.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/blog-classic-left-sidebar.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:44	42307/42307	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:06%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/blog-single.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/blog-single.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:44	39369/39369	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:02%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/shop.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/shop.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:44	37345/37345	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:03%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/shop-single.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/shop-single.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:44	24354/24354	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:03%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/shop-cart.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/shop-cart.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:45	37627/37627	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Oct%202021%2007:07:03%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/shop-checkout.html	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/shop-checkout.html	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:45	73993/73993	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:08:14%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/01.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/01.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:45	115109/115109	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2007:08:15%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/03.png	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/03.png	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:45	1122/1122	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2007:08:16%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/05.png	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/05.png	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:45	903/903	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2007:08:16%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/06.png	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/06.png	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:46	1290/1290	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2007:08:16%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/07.png	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/07.png	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:46	74588/74588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:08:15%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/02.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/02.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:46	108095/108095	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2007:08:16%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/04.png	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/slider/home-02/04.png	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:46	13031/13031	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:45%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/01.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/01.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:47	10325/10325	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:45%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/02.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/02.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:47	5527/5527	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:46%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/03.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/03.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:47	8325/8325	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:46%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/04.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/04.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:47	8773/8773	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:46%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/05.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/05.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:47	5086/5086	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:47%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/06.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/06.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:48	15258/15258	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2007:07:47%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/client/07.svg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/client/07.svg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:48	79740/79740	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/service/01.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/service/01.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:48	85512/85512	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/service/02.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/service/02.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:48	100526/100526	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:57%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/service/03.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/service/03.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:49	114181/114181	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:58%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/service/04.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/service/04.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:49	72124/72124	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:58%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/service/05.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/service/05.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:49	143420/143420	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:30%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/about/03.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/about/03.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
23:28:49	168886/168886	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2007:07:30%20GMT	https://themes.potenzaglobalsolutions.com/html/finaxo/images/about/04.jpg	C:/Mes%20Sites%20Web/pidev/themes.potenzaglobalsolutions.com/html/finaxo/images/about/04.jpg	(from https://themes.potenzaglobalsolutions.com/html/finaxo/index-02.html)
